description,spider,title,url
Set multiple properties at once.,,matplotlib.axes.Axes.set,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.set.html
Return whether any artists have been added to the Axes.,,matplotlib.axes.Axes.has_data,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.has_data.html
"Return the clip path with the non-affine part of its
transformation applied, and the remaining affine part of its
transformation.",,matplotlib.axes.Axes.get_transformed_clip_path_and_affine,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.get_transformed_clip_path_and_affine.html
"Return a default list of artists that are used for the bounding box
calculation.",,matplotlib.axes.Axes.get_default_bbox_extra_artists,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.get_default_bbox_extra_artists.html
Notes,,matplotlib.axes.Axes.get_yaxis_text2_transform,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.get_yaxis_text2_transform.html
,,matplotlib.axes.Axes.zorder,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.zorder.html
Notes,,matplotlib.axes.Axes.get_yaxis_text1_transform,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.get_yaxis_text1_transform.html
Notes,,matplotlib.axes.Axes.get_xaxis_text2_transform,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.get_xaxis_text2_transform.html
Notes,,matplotlib.axes.Axes.get_xaxis_text1_transform,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.get_xaxis_text1_transform.html
Return the aspect ratio of the scaled data.,,matplotlib.axes.Axes.get_data_ratio,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.get_data_ratio.html
"Get the transformation used for drawing y-axis labels, ticks
and gridlines. The x-direction is in axis coordinates and the
y-direction is in data coordinates.",,matplotlib.axes.Axes.get_yaxis_transform,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.get_yaxis_transform.html
"Get the transformation used for drawing x-axis labels, ticks
and gridlines. The x-direction is in data coordinates and the
y-direction is in axis coordinates.",,matplotlib.axes.Axes.get_xaxis_transform,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.get_xaxis_transform.html
,,matplotlib.axes.Axes.name,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.name.html
"Return the tight bounding box of the Axes, including axis and their
decorators (xlabel, title, etc).",,matplotlib.axes.Axes.get_tightbbox,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.get_tightbbox.html
Set the zorder threshold for rasterization for vector graphics output.,,matplotlib.axes.Axes.set_rasterization_zorder,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.set_rasterization_zorder.html
"Return the Axes bounding box in display space; , and ,
are empty.",,matplotlib.axes.Axes.get_window_extent,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.get_window_extent.html
"Efficiently redraw Axes data, but not axis ticks, labels, etc.",,matplotlib.axes.Axes.redraw_in_frame,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.redraw_in_frame.html
Return the zorder value below which artists will be rasterized.,,matplotlib.axes.Axes.get_rasterization_zorder,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.get_rasterization_zorder.html
"[,]",,matplotlib.axes.Axes.get_renderer_cache,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.get_renderer_cache.html
Efficiently redraw a single artist.,,matplotlib.axes.Axes.draw_artist,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.draw_artist.html
Draw the Artist (and its children) using the given renderer.,,matplotlib.axes.Axes.draw,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.draw.html
Find artist objects.,,matplotlib.axes.Axes.findobj,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.findobj.html
Return a list of lines contained by the Axes.,,matplotlib.axes.Axes.get_lines,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.get_lines.html
"Return a list of ,s contained by the Axes.",,matplotlib.axes.Axes.get_images,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.get_images.html
"Return a list of the child ,s of this ,.",,matplotlib.axes.Axes.get_children,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.get_children.html
"Return whether , (pair of pixel coordinates) is inside the Axes
patch.",,matplotlib.axes.Axes.contains_point,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.contains_point.html
Return the cursor data for a given event.,,matplotlib.axes.Axes.get_cursor_data,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.get_cursor_data.html
"Return whether this artist is queried for custom context information
when the mouse cursor moves over it.",,matplotlib.axes.Axes.mouseover,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.mouseover.html
Return whether the given event (in display coords) is in the Axes.,,matplotlib.axes.Axes.in_axes,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.in_axes.html
Test whether the artist contains the mouse event.,,matplotlib.axes.Axes.contains,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.contains.html
"Return a string representation of ,.",,matplotlib.axes.Axes.format_cursor_data,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.format_cursor_data.html
"Return , formatted as an y-value.",,matplotlib.axes.Axes.format_ydata,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.format_ydata.html
"Return , formatted as an x-value.",,matplotlib.axes.Axes.format_xdata,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.format_xdata.html
Called when a pan operation completes (when the mouse button is up.),,matplotlib.axes.Axes.end_pan,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.end_pan.html
"Return a format string formatting the ,, , coordinates.",,matplotlib.axes.Axes.format_coord,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.format_coord.html
Set the navigation toolbar button status.,,matplotlib.axes.Axes.set_navigate_mode,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.set_navigate_mode.html
Called when a pan operation has started.,,matplotlib.axes.Axes.start_pan,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.start_pan.html
Called when the mouse moves during a pan operation.,,matplotlib.axes.Axes.drag_pan,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.drag_pan.html
"Get the navigation toolbar button status: 'PAN', 'ZOOM', or None.",,matplotlib.axes.Axes.get_navigate_mode,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.get_navigate_mode.html
Get whether the Axes responds to navigation commands.,,matplotlib.axes.Axes.get_navigate,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.get_navigate.html
Return whether this Axes supports the zoom box button functionality.,,matplotlib.axes.Axes.can_zoom,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.can_zoom.html
Set whether the Axes responds to navigation toolbar commands.,,matplotlib.axes.Axes.set_navigate,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.set_navigate.html
Return whether this Axes supports any pan/zoom button functionality.,,matplotlib.axes.Axes.can_pan,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.can_pan.html
"Add a callback function that will be called whenever one of the
,'s properties changes.",,matplotlib.axes.Axes.add_callback,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.add_callback.html
Remove a callback based on its observer id.,,matplotlib.axes.Axes.remove_callback,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.remove_callback.html
Set the Axes position.,,matplotlib.axes.Axes.set_position,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.set_position.html
"Whether the artist is 'stale' and needs to be re-drawn for the output
to match the internal state of the artist.",,matplotlib.axes.Axes.stale,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.stale.html
Call all of the registered callbacks.,,matplotlib.axes.Axes.pchanged,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.pchanged.html
"Return the position of the Axes within the figure as a ,.",,matplotlib.axes.Axes.get_position,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.get_position.html
Reset the active position to the original position.,,matplotlib.axes.Axes.reset_position,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.reset_position.html
Define the anchor location.,,matplotlib.axes.Axes.set_anchor,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.set_anchor.html
Set the Axes locator.,,matplotlib.axes.Axes.set_axes_locator,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.set_axes_locator.html
Return an immutable view on the shared x-axes Grouper.,,matplotlib.axes.Axes.get_shared_x_axes,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.get_shared_x_axes.html
Return an immutable view on the shared y-axes Grouper.,,matplotlib.axes.Axes.get_shared_y_axes,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.get_shared_y_axes.html
Get the anchor location.,,matplotlib.axes.Axes.get_anchor,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.get_anchor.html
Return the axes_locator.,,matplotlib.axes.Axes.get_axes_locator,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.get_axes_locator.html
"Share the y-axis with ,.",,matplotlib.axes.Axes.sharey,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.sharey.html
"Share the x-axis with ,.",,matplotlib.axes.Axes.sharex,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.sharex.html
Create a twin Axes sharing the yaxis.,,matplotlib.axes.Axes.twiny,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.twiny.html
Create a twin Axes sharing the xaxis.,,matplotlib.axes.Axes.twinx,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.twinx.html
"Add an , to the Axes; return the image.",,matplotlib.axes.Axes.add_image,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.add_image.html
"Add a , to the Axes; return the table.",,matplotlib.axes.Axes.add_table,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.add_table.html
"Add a , to the Axes; return the patch.",,matplotlib.axes.Axes.add_patch,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.add_patch.html
"Add a , to the Axes; return the line.",,matplotlib.axes.Axes.add_line,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.add_line.html
"Add a , to the Axes; return the collection.",,matplotlib.axes.Axes.add_collection,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.add_collection.html
"Add a , to the Axes' containers; return the container.",,matplotlib.axes.Axes.add_container,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.add_container.html
"Add an , to the Axes' children; return the child Axes.",,matplotlib.axes.Axes.add_child_axes,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.add_child_axes.html
"Add an , to the Axes; return the artist.",,matplotlib.axes.Axes.add_artist,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.add_artist.html
"Convert , using the unit type of the yaxis.",,matplotlib.axes.Axes.convert_yunits,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.convert_yunits.html
Return whether units are set on any axis.,,matplotlib.axes.Axes.have_units,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.have_units.html
"Convert , using the unit type of the xaxis.",,matplotlib.axes.Axes.convert_xunits,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.convert_xunits.html
Control behavior of major tick locators.,,matplotlib.axes.Axes.locator_params,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.locator_params.html
"Change the appearance of ticks, tick labels, and gridlines.",,matplotlib.axes.Axes.tick_params,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.tick_params.html
Set up axis ticks and labels to treat data along the yaxis as dates.,,matplotlib.axes.Axes.yaxis_date,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.yaxis_date.html
"Configure the , used by default for linear Axes.",,matplotlib.axes.Axes.ticklabel_format,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.ticklabel_format.html
"Return the yaxis' grid lines as a list of ,s.",,matplotlib.axes.Axes.get_ygridlines,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.get_ygridlines.html
"Return the yaxis' tick lines as a list of ,s.",,matplotlib.axes.Axes.get_yticklines,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.get_yticklines.html
Get the yaxis' tick labels.,,matplotlib.axes.Axes.get_yticklabels,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.get_yticklabels.html
"Return the yaxis' major tick labels, as a list of ,.",,matplotlib.axes.Axes.get_ymajorticklabels,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.get_ymajorticklabels.html
Return the yaxis' tick locations in data coordinates.,,matplotlib.axes.Axes.get_yticks,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.get_yticks.html
Set the yaxis' labels with list of string labels.,,matplotlib.axes.Axes.set_yticklabels,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.set_yticklabels.html
"Return the xaxis' tick lines as a list of ,s.",,matplotlib.axes.Axes.get_xticklines,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.get_xticklines.html
Set the yaxis' tick locations and optionally labels.,,matplotlib.axes.Axes.set_yticks,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.set_yticks.html
Set up axis ticks and labels to treat data along the xaxis as dates.,,matplotlib.axes.Axes.xaxis_date,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.xaxis_date.html
"Return the yaxis' minor tick labels, as a list of ,.",,matplotlib.axes.Axes.get_yminorticklabels,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.get_yminorticklabels.html
"Return the xaxis' minor tick labels, as a list of ,.",,matplotlib.axes.Axes.get_xminorticklabels,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.get_xminorticklabels.html
Get the xaxis' tick labels.,,matplotlib.axes.Axes.get_xticklabels,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.get_xticklabels.html
"Return the xaxis' major tick labels, as a list of ,.",,matplotlib.axes.Axes.get_xmajorticklabels,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.get_xmajorticklabels.html
"Return the xaxis' grid lines as a list of ,s.",,matplotlib.axes.Axes.get_xgridlines,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.get_xgridlines.html
Set the xaxis' tick locations and optionally labels.,,matplotlib.axes.Axes.set_xticks,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.set_xticks.html
Return the xaxis' tick locations in data coordinates.,,matplotlib.axes.Axes.get_xticks,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.get_xticks.html
Set the xaxis' labels with list of string labels.,,matplotlib.axes.Axes.set_xticklabels,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.set_xticklabels.html
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=axes.prop_cycle
"Return whether the Axes will adjust its physical dimension ('box') or
its data limits ('datalim') to achieve the desired aspect ratio.",,matplotlib.axes.Axes.get_adjustable,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.get_adjustable.html
"Return the Axes box aspect, i.e. the ratio of height to width.",,matplotlib.axes.Axes.get_box_aspect,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.get_box_aspect.html
Set how the Axes adjusts to achieve the required aspect ratio.,,matplotlib.axes.Axes.set_adjustable,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.set_adjustable.html
"Set the Axes box aspect, i.e. the ratio of height to width.",,matplotlib.axes.Axes.set_box_aspect,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.set_box_aspect.html
Return the aspect ratio of the axes scaling.,,matplotlib.axes.Axes.get_aspect,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.get_aspect.html
,,Customizing Matplotlib with style sheets and rcParams,https://matplotlib.org/stable/tutorials/introductory/customizing.html?highlight=axes.unicode_minus
"Set the aspect ratio of the axes scaling, i.e. y/x-scale.",,matplotlib.axes.Axes.set_aspect,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.set_aspect.html
Adjust the Axes for a specified data aspect ratio.,,matplotlib.axes.Axes.apply_aspect,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.apply_aspect.html
Return whether the yaxis is autoscaled.,,matplotlib.axes.Axes.get_autoscaley_on,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.get_autoscaley_on.html
"Set whether the yaxis is autoscaled when drawing or by
,.",,matplotlib.axes.Axes.set_autoscaley_on,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.set_autoscaley_on.html
Return whether the xaxis is autoscaled.,,matplotlib.axes.Axes.get_autoscalex_on,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.get_autoscalex_on.html
"Set whether the xaxis is autoscaled when drawing or by
,.",,matplotlib.axes.Axes.set_autoscalex_on,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.set_autoscalex_on.html
"Return True if each axis is autoscaled, False otherwise.",,matplotlib.axes.Axes.get_autoscale_on,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.get_autoscale_on.html
"Set whether autoscaling is applied to each axis on the next draw or
call to ,.",,matplotlib.axes.Axes.set_autoscale_on,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.set_autoscale_on.html
Autoscale the axis view to the data (toggle).,,matplotlib.axes.Axes.autoscale,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.autoscale.html
Recompute the data limits based on current artists.,,matplotlib.axes.Axes.relim,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.relim.html
Autoscale the view limits using the data limits.,,matplotlib.axes.Axes.autoscale_view,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.autoscale_view.html
Set padding of Y data limits prior to autoscaling.,,matplotlib.axes.Axes.set_ymargin,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.set_ymargin.html
Set padding of X data limits prior to autoscaling.,,matplotlib.axes.Axes.set_xmargin,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.set_xmargin.html
Set or retrieve autoscaling margins.,,matplotlib.axes.Axes.margins,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.margins.html
"When autoscaling, whether to obey all ,.",,matplotlib.axes.Axes.use_sticky_edges,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.use_sticky_edges.html
Set the yaxis' scale.,,matplotlib.axes.Axes.set_yscale,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.set_yscale.html
Return the yaxis' scale (as a str).,,matplotlib.axes.Axes.get_yscale,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.get_yscale.html
Set the xaxis' scale.,,matplotlib.axes.Axes.set_xscale,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.set_xscale.html
Return the xaxis' scale (as a str).,,matplotlib.axes.Axes.get_xscale,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.get_xscale.html
"Return the , instance, or None if no legend is defined.",,matplotlib.axes.Axes.get_legend,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.get_legend.html
Return handles and labels for legend,,matplotlib.axes.Axes.get_legend_handles_labels,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.get_legend_handles_labels.html
Get an Axes title.,,matplotlib.axes.Axes.get_title,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.get_title.html
Place a legend on the Axes.,,matplotlib.axes.Axes.legend,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.legend.html
Set a title for the Axes.,,matplotlib.axes.Axes.set_title,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.set_title.html
Get the ylabel text string.,,matplotlib.axes.Axes.get_ylabel,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.get_ylabel.html
Get the xlabel text string.,,matplotlib.axes.Axes.get_xlabel,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.get_xlabel.html
"Return the lower and upper y-axis bounds, in increasing order.",,matplotlib.axes.Axes.get_ybound,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.get_ybound.html
"Return the lower and upper x-axis bounds, in increasing order.",,matplotlib.axes.Axes.get_xbound,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.get_xbound.html
Set the lower and upper numerical bounds of the x-axis.,,matplotlib.axes.Axes.set_xbound,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.set_xbound.html
Set the lower and upper numerical bounds of the y-axis.,,matplotlib.axes.Axes.set_ybound,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.set_ybound.html
Set the y-axis view limits.,,matplotlib.axes.Axes.set_ylim,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.set_ylim.html
"Extend the , Bbox to include the given points.",,matplotlib.axes.Axes.update_datalim,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.update_datalim.html
Return the y-axis view limits.,,matplotlib.axes.Axes.get_ylim,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.get_ylim.html
Return the x-axis view limits.,,matplotlib.axes.Axes.get_xlim,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.get_xlim.html
Invert the y-axis.,,matplotlib.axes.Axes.invert_yaxis,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.invert_yaxis.html
"Return whether the yaxis is oriented in the ""inverse"" direction.",,matplotlib.axes.Axes.yaxis_inverted,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.yaxis_inverted.html
Invert the x-axis.,,matplotlib.axes.Axes.invert_xaxis,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.invert_xaxis.html
"Return whether the xaxis is oriented in the ""inverse"" direction.",,matplotlib.axes.Axes.xaxis_inverted,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.xaxis_inverted.html
"[,] Return the XAxis instance.",,matplotlib.axes.Axes.get_xaxis,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.get_xaxis.html
"[,] Return the YAxis instance.",,matplotlib.axes.Axes.get_yaxis,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.get_yaxis.html
Set the property cycle of the Axes.,,matplotlib.axes.Axes.set_prop_cycle,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.set_prop_cycle.html
Set the facecolor of the Axes.,,matplotlib.axes.Axes.set_facecolor,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.set_facecolor.html
Get the facecolor of the Axes.,,matplotlib.axes.Axes.get_facecolor,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.get_facecolor.html
Get whether axis ticks and gridlines are above or below most artists.,,matplotlib.axes.Axes.get_axisbelow,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.get_axisbelow.html
Set whether axis ticks and gridlines are above or below most artists.,,matplotlib.axes.Axes.set_axisbelow,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.set_axisbelow.html
Set whether the Axes rectangle patch is drawn.,,matplotlib.axes.Axes.set_frame_on,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.set_frame_on.html
Get whether the Axes rectangle patch is drawn.,,matplotlib.axes.Axes.get_frame_on,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.get_frame_on.html
Turn the x- and y-axis on.,,matplotlib.axes.Axes.set_axis_on,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.set_axis_on.html
Turn the x- and y-axis off.,,matplotlib.axes.Axes.set_axis_off,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.set_axis_off.html
Clear the Axes.,,matplotlib.axes.Axes.cla,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.cla.html
Clear the Axes.,,matplotlib.axes.Axes.clear,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.clear.html
Convenience method to get or set some axis properties.,,matplotlib.axes.Axes.axis,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.axis.html
Draw streamlines of a vector flow.,,matplotlib.axes.Axes.streamplot,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.streamplot.html
Plot a 2D field of arrows.,,matplotlib.axes.Axes.quiver,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.quiver.html
Add a key to a quiver plot.,,matplotlib.axes.Axes.quiverkey,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.quiverkey.html
"Add an inset indicator rectangle to the Axes based on the axis
limits for an , and draw connectors between ,
and the rectangle.",,matplotlib.axes.Axes.indicate_inset_zoom,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.indicate_inset_zoom.html
Plot a 2D field of barbs.,,matplotlib.axes.Axes.barbs,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.barbs.html
Add a second x-axis to this Axes.,,matplotlib.axes.Axes.secondary_xaxis,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.secondary_xaxis.html
Add a second y-axis to this Axes.,,matplotlib.axes.Axes.secondary_yaxis,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.secondary_yaxis.html
"Add an inset indicator to the Axes. This is a rectangle on the plot
at the position indicated by , that optionally has lines that
connect the rectangle to an inset Axes (,).",,matplotlib.axes.Axes.indicate_inset,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.indicate_inset.html
Add a child inset Axes to this existing Axes.,,matplotlib.axes.Axes.inset_axes,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.inset_axes.html
Add an arrow to the Axes.,,matplotlib.axes.Axes.arrow,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.arrow.html
"Add a table to an ,.",,matplotlib.axes.Axes.table,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.table.html
Add text to the Axes.,,matplotlib.axes.Axes.text,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.text.html
Draw contour regions on an unstructured triangular grid.,,matplotlib.axes.Axes.tricontourf,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.tricontourf.html
"Annotate the point , with text ,.",,matplotlib.axes.Axes.annotate,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.annotate.html
Draw contour lines on an unstructured triangular grid.,,matplotlib.axes.Axes.tricontour,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.tricontour.html
Create a pseudocolor plot with a non-regular rectangular grid.,,matplotlib.axes.Axes.pcolormesh,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.pcolormesh.html
Create a pseudocolor plot of an unstructured triangular grid.,,matplotlib.axes.Axes.tripcolor,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.tripcolor.html
Draw an unstructured triangular grid as lines and/or markers.,,matplotlib.axes.Axes.triplot,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.triplot.html
Plot the sparsity pattern of a 2D array.,,matplotlib.axes.Axes.spy,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.spy.html
Plot the values of a 2D matrix or array as color-coded image.,,matplotlib.axes.Axes.matshow,https://matplotlib.org/stable/api/_as_gen/matplotlib.axes.Axes.matshow.html
